Index,Plaza Code,Plaza Name,"Concessio naire
Type",Plaza Type,Plaza Sub Typ,Sate,City,Concessionaire,Geo Codes,Longitude,Latitudes,,
339,545036,"Delanpur Toll
Plaza",Conc.,TOLL,STATE,Madhya Pradesh,Ratlam,Agroh Infra,"23.417531,74.996667",23.417531,74.996667,,
340,546018,"Deogarh Toll
Plaza",PF,TOLL,NATIONAL,Rajasthan,Jodhpur,M/s Ashirwad,"26.30662, 72.5873316",26.30662,72.5873316,,
341,326002,DEORIYA,Conc.,TOLL,NATIONAL,Uttarakhand,Rudrapur,"Kashipur
Sitarganj","28.930637, 79.475637",28.930637,79.475637,,
342,536068,Derhi Toll Plaza,PF,TOLL,NATIONAL,Uttar Pradesh,Varanasi,"M/s Riddhi
Siddhi","25.518048, 82.998103",25.518048,82.998103,,
343,546011,"Deshnok Toll
Plaza",PF,TOLL,NATIONAL,Rajasthan,Bikaner,M/s Ashirwad,"27.753685, 73.360601",27.753685,73.360601,,
344,116003,"Devanahalli Toll
Plaza",Conc.,TOLL,NATIONAL,Karnataka,"Bangalore
Rural",Navayuga,"13.1935464,77.6475256",13.1935464,77.6475256,,
345,345078,"Devgaon Toll
Plaza",PF,TOLL,NATIONAL,Madhya Pradesh,Chhatarpur,NHAI,"24.782925,79.816910",24.782925,79.81691,,
346,545012,"Devkhedi TOLL
PLAZA",Conc.,TOLL,STATE,Madhya Pradesh,Gwalior,"DBL Ashoknagar
Vidisha Tollway","24.516005,77.769897",24.516005,77.769897,,
347,545041,"Dewas By pass
Toll Plaza",Conc.,TOLL,STATE,Madhya Pradesh,Dewas,"Dewas Bypass
tollway","22.929,76.0463",22.929,76.0463,,
348,330003,Dhadhar,Conc.,TOLL,NATIONAL,Rajasthan,Churu,"M/s Salasar
Highways Pvt.","28.3458569,75.0682504",28.3458569,75.0682504,,
349,540037,"Dhamangaon
Toll Plaza",PF,TOLL,STATE,Maharashtra,Amravati,NMSCEL,"20.737368, 78.140779",20.737368,78.140779,,
350,345084,"Dhamnod Toll
Plaza",Conc.,TOLL,STATE,Madhya Pradesh,Dhamnod,"R.M.N. Tollways
Pvt Ltd","22.216325, 75.513255",22.216325,75.513255,,
351,546005,"DhamnodToll
Plaza",PF,TOLL,NATIONAL,Madhya Pradesh,Dhamnod,NHAI,"74.977782, 23.422924",23.422924,74.977782,,
352,330097,Dhaneshwar,PF,TOLL,NATIONAL,Rajasthan,Bundi,"Chittorgarh
Kota Toll Ways","25.07255,75.598475",25.07255,75.598475,,
353,241701,Dhank Toll Plaza,Conc.,TOLL,NATIONAL,Chhattisgarh,"Mahasamun
d","BSCPL Aurang
Tollway Limited","21.227203,82.42025",21.227203,82.42025,,
354,336026,"Dharampur
Danta Toll Plaza",PF,TOLL,NATIONAL,Gujarat,"Jamkhambh
aliya",NHAI,"22.248046, 69.684218",22.248046,69.684218,,
355,314021,"Dharer Azizpur
Toll Plaza",PF,TOLL,NATIONAL,Punjab,Patiala,NHAI,"30.5938815,76.7600168",30.5938815,76.7600168,,
356,314020,"Dhareri Jattan
Toll Plaza",PF,TOLL,NATIONAL,Punjab,Zirakpur,NHAI,"30.3912006,76.4995253",30.3912006,76.4995253,,
357,350104,"Dharmaram Toll
Plaza",PF.,TOLL,NATIONAL,Telangana,Pitlam,NHAI,"18.265800, 77.787100",18.2658,77.7871,,
358,340026,"Dhoki TOLL
PLAZA",PF,TOLL,NATIONAL,Maharashtra,"Ahmednaga
r",NHAI,"19.1559589,74.4111722",19.1559589,74.4111722,,
359,99001,"Dhumiyani Toll
Plaza",TOT,TOLL,NATIONAL,Gujarat,Rajkot,NHAI,"21.751451,70.326793",21.751451,70.326793,,
360,340045,"Dhumka
Tondgaon Toll",PF,TOLL,NATIONAL,Maharashtra,Washim,NHAI,"20.013510, 77.139940",20.01351,77.13994,,
361,380001,DidarGanj,Conc.,TOLL,NATIONAL,Bihar,Patna,BPAPA,"25.5721918,85.2400643",25.5721918,85.2400643,,
362,570053,Dighal Toll Plaza,PF,TOLL,STATE,Rajasthan,Sikar,RSRDC,"28.06734,75.34098",28.06734,75.34098,,
363,103002,Dighal Toll Plaza,Conc.,TOLL,NATIONAL,Haryana,Jhajjar,"Kurukshetra
Expressways","28.776746,76.621688",28.776746,76.621688,,
364,350034,"Dilawarpur fee
plaza",PF.,TOLL,NATIONAL,Telangana,Bodhan,NHAI,"19.0989609,78.2133902",19.0989609,78.2133902,,
365,320104,DME KM 5200,PF,TOLL,NATIONAL,Uttar Pradesh,Meerut,NHAI,"28.823169,77.648590",28.823169,77.64859,,
366,556009,"DODDAMAVATH
URU TOLL",Conc.,TOLL,STATE,Karnataka,"NEAR
HULIYOORD","MITRA INFRA
SOLUTIONS","12.533502,77.024003",12.533502,77.024003,,
367,317002,"Dolhu Nallah
Fee Toll Plaza",PF,TOLL,NATIONAL,Himachal Pradesh,Mandi,NHAI,"31.720926,76.945425",31.720926,76.945425,,
368,330078,Doli Toll Plaza,PF,TOLL,NATIONAL,Rajasthan,Jodhpur,"M/s Eagle Infra
India Ltd","26.0626359,72.6730444",26.0626359,72.6730444,,
369,536070,Dongrale Toll Plaza,PF,TOLL,NATIONAL,Maharashtra,Nashik,"M/s Hule Constructions
Pvt Ltd","20.766214, 74.574654",20.766214,74.574654,,
370,520016,Dostpur,Conc.,TOLL,STATE,Uttar Pradesh,Sultanpur,"Prakash
Asphalting &","26.2826030, 82.4749250",26.282603,82.474925,,
371,550020,"Duddeda Toll
Plaza",Conc.,TOLL,STATE,Telangana,Medak,"HKR
ROADWAYS","18.00020,78.8876",18.0002,78.8876,,
372,320055,Duhai,PF,TOLL,NATIONAL,Uttar Pradesh,Duahi,NHAI,"28.737468,77.477137",28.737468,77.477137,,
373,352059,"Dukkavanipalem
Toll Plaza",PF,TOLL,NATIONAL,Andhra Pradesh,"Visakhapatn
am",NHAI,"17.888226,83.345101",17.888226,83.345101,,
374,320096,Dularpur,PF,TOLL,NATIONAL,Uttar Pradesh,Bahraich,NHAI,"27.578462,81.633657",27.578462,81.633657,,
375,340027,"Dumbarwadi
TOLL PLAZA",PF,TOLL,NATIONAL,Maharashtra,"Ahmednaga
r",NHAI,"19.244419,74.013193",19.244419,74.013193,,
376,352065,"Dumpalagattu
Paatimeeda Palli",Conc.,TOLL,NATIONAL,Andhra Pradesh,Cuddapah,"Rayalseema
Expressway Pvt","14.624067, 78.783569",14.624067,78.783569,,
377,320100,"Dundahera
Plaza DME KM",PF,TOLL,NATIONAL,Uttar Pradesh,Ghaziabad,NHAI,"28.635887, 77.444447",28.635887,77.444447,,
378,550005,Dundigal,PF,TOLL,STATE,Telangana,Hyderabad,IRB,"17.353843, 78.242823",17.353843,78.242823,,
379,570045,"Dungarpur Fee
Plaza",PF,TOLL,NATIONAL,Rajasthan,Dausa,NHAI,"26.666348, 76.319231",26.666348,76.319231,,
380,91001,Durg Bypass,Conc.,TOLL,NATIONAL,Chhattisgarh,Durg,"SMS Shivnath
Infrastructure","21.214518,81.287962",21.214518,81.287962,,
381,352038,"Durgamvaripalli
Toll Plaza",PF,TOLL,NATIONAL,Andhra Pradesh,Rayachoti,NHAI,"13.7142018,78.873175",13.7142018,78.873175,,
382,545102,"Durjanpura Toll
Plaza",PF,TOLL,STATE,Madhya Pradesh,Durjanpura,NHAI,"22.475387,75.571802",22.475387,75.571802,,
383,540043,"Dusarbid Toll
Plaza",PF,TOLL,STATE,Maharashtra,Buldhana,NMSCEL,"20.034216, 76.317990",20.034216,76.31799,,
384,546003,"DVE Bhuteda
Plaza",PF,TOLL,NATIONAL,Madhya Pradesh,Bhuteda,NHAI,75.15080498. 23.60847026,75.15080498.,23.60847026,,
385,560005,"ECRlink Road
Toll Plaza",PF,TOLL,STATE,Tamil Nadu,Chennai,TNRDC,"12.9013,80.2183",12.9013,80.2183,,
386,392019,"Edalhatu Toll
Plaza",PF.,TOLL,NATIONAL,Jharkhand,Ranchi,NHAI,"23.1806311,85.5742348",23.1806311,85.5742348,,
387,550002,"Edulanagulapall
y",PF,TOLL,STATE,Telangana,Hyderabad,IRB,"17.4622136,78.2494394",17.4622136,78.2494394,,
388,239301,"Eethakota at
Km.946.300",TOT,TOLL,NATIONAL,Andhra Pradesh,"East
Godavari",NHAI,"16.715212,81.82786",16.715212,81.82786,,
389,560006,Egatur Toll Plaza,PF,TOLL,STATE,Tamil Nadu,Chennai,TNRDC,"12.8902,80.1983",12.8902,80.1983,,
390,545019,"Eklehra Toll
Plaza",Conc,TOLL,STATE,Madhya Pradesh,"Narmadapur
am","Betul-Sarni
Tollways","22.192429,78.689015",22.192429,78.689015,,
391,552002,"Elchuru Toll
Plaza",DBFOT,TOLL,STATE,Andhra Pradesh,Elchuru,"NAM
Expressway","16.107077,79.928762",16.107077,79.928762,,
392,35001,"ELECTRONIC
CITY Phase 1",Conc.,TOLL,NATIONAL,Karnataka,"Bangalore
Urban","NAVAYUGA
UDUPI","12.84615,77.671765",12.84615,77.671765,,
393,176002,Elliyarpathy,Conc.,TOLL,NATIONAL,Tamil Nadu,"Virudhunaga
r",Madhucon Infra,"9.78299,78.094492",9.78299,78.094492,,
394,360066,"Enamkariyandal
Toll Plaza",PF,TOLL,NATIONAL,Tamil Nadu,"Tiruvannam
alai","M/s Jai
Kamatanath &","12.287294, 79.069090",12.287294,79.06909,,
395,520033,"EPE Rasoolpur
Plaza",TOT,TOLL,NATIONAL,Uttar Pradesh,Ghaziabad,Maple,"28.704323, 77.522137",28.704323,77.522137,,
396,360040,"Etturvattam Toll
Plaza",PF,TOLL,NATIONAL,Tamil Nadu,"Virudhunaga
r","Raima Toll
Road(MEP)","9.385445,77.914347",9.385445,77.914347,,
397,545004,Fanda toll plaza,Conc.,TOLL,STATE,Madhya Pradesh,Bhopal,MPRDC,"23.2245025,77.1907789",23.2245025,77.1907789,,
398,520036,"Faridpur Toll
Plaza",PF,TOLL,NATIONAL,Uttar Pradesh,Bareilly,NHAI,"28.234589, 79.523939",28.234589,79.523939,,
399,312040,Farukhnagar,Conc.,TOLL,STATE,Haryana,Farukhnagar,Skylark world,"28.455781,76.856801",28.455781,76.856801,,
400,330080,"Fatehpur Toll
Plaza",PF,TOLL,NATIONAL,Rajasthan,Baran,"M/S Kota Baran
Toll Ways","25.1214357,76.5731007",25.1214357,76.5731007,,completed
401,320058,"Fatehpur
Rampur",PF,TOLL,NATIONAL,Uttar Pradesh,"Fatepur
Rampur",NHAI,"28.437802,77.588752",28.437802,77.588752,,
402,340033,Fekari,Conc,TOLL,NATIONAL,Maharashtra,Bhusawal,"Fekari
Infrastructure","21.0400410,75.8293230",21.040041,75.829323,,
403,314037,"Ferozeshah Toll
Plaza",PF,TOLL,NATIONAL,Punjab,Ferozepur,NHAI,"30.869500,74.773100",30.8695,74.7731,,
404,345046,Fulara Toll Plaza,PF,TOLL,NATIONAL,Madhya Pradesh,Seoni,NHAI,"22.043539,79.418753",22.043539,79.418753,,
405,520018,Fulvariya,Conc.,TOLL,STATE,Uttar Pradesh,Azamgarh,"Prakash
Asphalting &","26.1599090, 82.8628360",26.159909,82.862836,,
406,545043,Futera Toll Plaza,Conc.,TOLL,STATE,Madhya Pradesh,Ashoknagar,"Aryavrat
Tollways","24.669794,77.748436",24.669794,77.748436,,
407,356009,Gabbur,Conc.,TOLL,NATIONAL,Karnataka,Hubli,"Nandi Highway
Developers","15.3186929,75.1398824",15.3186929,75.1398824,,
408,239101,"GABHANA
Tollplaza",Conc.,TOLL,NATIONAL,Uttar Pradesh,Aligarh,"Gaziabad
Aligarh","28.062821,77.946047",28.062821,77.946047,,
409,545017,Gadaghat,Conc.,TOLL,STATE,Madhya Pradesh,Sagar,"DBL Patan-Rehli
Tollways","23.301857,79.673409",23.301857,79.673409,,
410,352054,"Gadanki toll
plaza",PF,TOLL,NATIONAL,Andhra Pradesh,Gadanki,NHAI,"13.478827, 79.188024",13.478827,79.188024,,
411,545076,"Gadariya TOLL
PLAZA",PF,TOLL,STATE,Madhya Pradesh,Singrauli,"UDIT BETUL
PARATWARA","24.146502,82.491474",24.146502,82.491474,,
412,536072,Gadha Plaza,PF,TOLL,NATIONAL,Madhya Pradesh,Betul,NHAI,"21.9192 ,77.7388",21.9192,77.7388,,
413,336015,Gadoi  Toll Plaza,PF,TOLL,NATIONAL,Gujarat,Junagadh,"Jetpur Somnath
Tollways","21.425234,70.295437",21.425234,70.295437,,
414,312050,Gadpuri Toll Plaza,DBFOT,TOLL,NATIONAL,Haryana,Palwal,DA Toll Road Pvt Ltd,"28.24923826096969,
77.29142358676597",28.24923826,77.29142359,,
415,330054,Gajangarh,Conc.,TOLL,NATIONAL,Rajasthan,Gajangarh,"Jodhpur Pali
Expressway","25.824112,73.233418",25.824112,73.233418,,
416,378012,Galia Toll Plaza,PF,TOLL,NATIONAL,Assam,Galia,NHAI,"26.442682,91.048867",26.442682,91.048867,,
417,350008,"Gamjal Toll
Plaza",PF,TOLL,NATIONAL,Telangana,Adilabad,NHAI,"19.026592,78.362705",19.026592,78.362705,,
418,340057,"Gananguru Toll
Plaza",PF,TOLL,NATIONAL,Karnataka,Mandiya,NHAI,"12.472697,76.760373",12.472697,76.760373,,
419,356112,"Ganebail Toll
Plaza",PF,TOLL,NATIONAL,Karnataka,Belgaon,Coral Associate,"15.692835, 74.503531",15.692835,74.503531,,
420,330124,"Gangajali Toll
Plaza",PF,TOLL,NATIONAL,Rajasthan,Poogal,NHAI,"28.475248, 72.618840",28.475248,72.61884,,
421,545028,"Gangiwara Toll
Plaza",BOT,TOLL,STATE,Madhya Pradesh,Chhindwara,"KETI
Infrastructure","22.121749,78.828202",22.121749,78.828202,,
422,552005,"GanpathiForest
CheckPost",Conc,TOLL,STATE,Andhra Pradesh,Prakasam,"Project Tiger,
Markapur","15.929953, 79.097636",15.929953,79.097636,,
423,546001,GarothToll Plaza,PF,TOLL,NATIONAL,Madhya Pradesh,Garoth,NHAI,"24.303325 ,75.651305",24.303325,75.651305,,
424,545056,"GARRA TOLL
PLAZA",PF,TOLL,STATE,Madhya Pradesh,BALAGHAT,Skylark,"21.807047,80.152498",21.807047,80.152498,,
425,546032,Gavhan Plaza,Conc.,TOLL,STATE,Maharashtra,"Navi
Mumbai",MMRDA,"18.951875,73.018836",18.951875,73.018836,,
426,540038,"Gavner
Talegaon Shivni",PF,TOLL,STATE,Maharashtra,Amravati,NMSCEL,"20.621760, 77.862567",20.62176,77.862567,,
427,244001,Gazole Toll Plaza,Conc.,TOLL,NATIONAL,West Bengal,Malda,Farakka Raiganj Highways Ltd.,"25.195886604496657,
88.18264181261955",25.1958866,88.18264181,,
428,570040,GB(Newadiya),Conc.,TOLL,STATE,Rajasthan,"Sawai
Madhopur","RIDCOR Infra
Project Ltd","26.378622, 76.546867",26.378622,76.546867,,
429,6001,Gegal,Conc.,TOLL,NATIONAL,Rajasthan,Ajmer,Soma Isolux,"26.551347,74.780202",26.551347,74.780202,,
430,154002,"Ghagghar Toll
Plaza",PF,TOLL,NATIONAL,Haryana,Ambala,"Soma Isolux NH
One Tollway","30.403876,76.736573",30.403876,76.736573,,
431,540050,"Ghaigaon Jambargaon Toll
Plaza",PF,TOLL,STATE,Maharashtra,Aurangabad,NMSCEL,"19.893828, 74.784524",19.893828,74.784524,,
432,312047,"Ghamroj Sohna
Road Toll Plaza",Conc.,TOLL,NATIONAL,Haryana,Gurugram,H G INFRA,"28.3336041, 77.0673886",28.3336041,77.0673886,,
433,392013,"Ghanghri Toll
Plaza",PF,TOLL,NATIONAL,Jharkhand,Giridih,NHAI,"24.030088,85.948654",24.030088,85.948654,,
434,520011,Gharkuiya,Conc.,TOLL,STATE,Uttar Pradesh,Barabanki,"Prakash
Asphalting &","26.6131760, 81.3957130",26.613176,81.395713,,
435,154001,"Gharonda Toll
Plaza",PF,TOLL,NATIONAL,Haryana,Karnal,"Soma Isolux NH
One Tollway","29.582281,76.978398",29.582281,76.978398,,
436,312070,"Ghata Samsabad
Fee Plaza",PF,TOLL,NATIONAL,Haryana,Nuh,NHAI,"27.765879, 76.993905",27.765879,76.993905,,
437,345089,"Ghatabillod Toll
Plaza",Conc.,TOLL,STATE,Madhya Pradesh,Pithampur,MPRDC,"22.644110, 75.568497",22.64411,75.568497,,
438,550009,Ghatkesar,PF,TOLL,STATE,Telangana,Hyderabad,IRB,"17.263039, 78.400211",17.263039,78.400211,,
439,311002,"Ghazipur Plaza
DME KM 7500",PF,TOLL,NATIONAL,Delhi,New Delhi,NHAI,"28.625378,77.312168",28.625378,77.312168,,
440,370016,"Ghogarkuthi Fee
Toll Plaza",PF,TOLL,NATIONAL,West Bengal,Baxirhat,NHAI,"26.30493889,89.61888889",26.30493889,89.61888889,,
441,545018,"Ghoradongri
TOLL PLAZA",Conc.,TOLL,STATE,Madhya Pradesh,"Narmadapur
am","M/s DBL Betul-
Sarni Tollways","22.125288,78.025027",22.125288,78.025027,,
442,142001,Ghoti toll plaza,Conc.,TOLL,NATIONAL,Maharashtra,Nashik,Gammon India,"19.708905,73.614819",19.708905,73.614819,,
443,314026,"GHULAL Toll
Plaza",PF,TOLL,NATIONAL,Punjab,LUDHIANA,NHAI,"30.845116,76.142999",30.845116,76.142999,,
444,356013,Goa,Conc.,TOLL,NATIONAL,Karnataka,Dharwad,"Nandi Highway
Developers","15.460555,74.967151",15.460555,74.967151,,
445,570037,"Gogamedi Toll
Plaza",Conc.,TOLL,STATE,Rajasthan,"Hanumagar
h","RIDCOR Infra
Project Ltd","29.134011, 75.058531",29.134011,75.058531,,
446,546024,Gogelao,PF,TOLL,NATIONAL,Rajasthan,Nagaur,Ravi Infrabuild,"27.2521763, 73.6454253",27.2521763,73.6454253,,
447,330103,Gogunda,PF,TOLL,NATIONAL,Rajasthan,Udaipur,"Udaipur
Pathways","24.766166,73.523999",24.766166,73.523999,,
448,540509,"Golkheri Toll
Plaza",Conc.,TOLL,STATE,Madhya Pradesh,Bhopal,"Synergy
Engineers","23.394807, 77.399706",23.394807,77.399706,,
449,352048,"Gollaprolu TOLL
PLAZA",PF,TOLL,NATIONAL,Andhra Pradesh,Pithapuram,NHAI,"17.139122,82.271843",17.139122,82.271843,,
450,540052,Gonde Toll Plaza,PF,TOLL,STATE,Maharashtra,"Ahmednaga
r",NMSCEL,"19.790328, 74.068809",19.790328,74.068809,,
451,53001,Gondkhairi Plaza,Conc.,TOLL,NATIONAL,Maharashtra,Nagpur,Atlanata Infra,"21.137001,78.89666",21.137001,78.89666,,
452,520037,"Gopalpur Toll
Plaza",PF,TOLL,NATIONAL,Uttar Pradesh,Gopalpur,NHAI,"25.166454, 82.479512",25.166454,82.479512,,
453,345092,"Goragaon Toll
Plaza",PF,TOLL,NATIONAL,Madhya Pradesh,Goragaon,NHAI,"25.973169, 78.835375",25.973169,78.835375,,
454,352068,"Gorribanda Toll
Plaza",PF,TOLL,NATIONAL,Andhra Pradesh,Srikakulam,NHAI,"18.619937, 84.041020",18.619937,84.04102,,
455,336022,Gorsar Toll Plaza,PF,TOLL,NATIONAL,Gujarat,Gorsar,"Kalthia Infra
Projects","21.31811111,69.90972222",21.31811111,69.90972222,,
456,352042,"Goshtani Gate
Toll Plaza",PF,TOLL,NATIONAL,Andhra Pradesh,"Vishakapatn
am",NHAI,"17.71386,83.212194",17.71386,83.212194,,
457,375022,"Govindpur Toll
Plaza",PF,TOLL,NATIONAL,Odisha,Brajrajnagar,NHAI,"21.7711235, 83.679885",21.7711235,83.679885,,
458,350030,"Gowraram Toll
Plaza",PF,TOLL,NATIONAL,Telangana,"Gowraran
village",NHAI,"17.268021,80.679776",17.268021,80.679776,,
459,370023,"Guabari Toll
Plaza",PF,TOLL,NATIONAL,West Bengal,Alipurduar,NHAI,"26.476623,89.756542",26.476623,89.756542,,
460,556006,"GUDEMARANAH
ALLI TOLL PLAZA",Conc.,TOLL,STATE,Karnataka,MAGADI,"MITRA INFRA
SOLUTIONS","13.022707,77.153308",13.022707,77.153308,,
461,375016,"Gudipada or
Gangapada",PF,TOLL,NATIONAL,Odisha,Khordha,NHAI,"20.203404,85.668312",20.203404,85.668312,,
462,45001,"Guduru Toll
Plaza",Conc.,TOLL,NATIONAL,Telangana,Nalgonda,Sadbhav,"17.485724,78.8217",17.485724,78.8217,,
463,17002,"Guilalu Toll
Plaza",Conc.,TOLL,NATIONAL,Karnataka,Chitradurga,IRB,"14.053778,76.560573",14.053778,76.560573,,
464,320066,Gulalpurva Toll,PF,TOLL,NATIONAL,Uttar Pradesh,Gulalpurva,NHAI,"27.8271,81.5265",27.8271,81.5265,,
465,320111,"Gulhaura Toll
Plaza",PF,TOLL,NATIONAL,Uttar Pradesh,"Siddharthan
agar",NHAI,"27.443827,82.924607",27.443827,82.924607,,
466,330092,Gumanpura,PF,TOLL,NATIONAL,Rajasthan,Tonk,NHAI,"25.992770,75.938450",25.99277,75.93845,,
467,350103,"Gummadidala
Toll Plaza",PF,TOLL,NATIONAL,Telangana,"Gummadida
la",NHAI,"29.910500,76.507130",29.9105,76.50713,,
468,130001,Guna,Conc.,TOLL,NATIONAL,Madhya Pradesh,Guna,Guna Infra,"24.620413,77.26147",24.620413,77.26147,,
469,556002,"Gunjur Toll
Plaza",Conc.,TOLL,STATE,Karnataka,Bangalore,"YELAHANKA AP
BORDER","13.4293608,77.5124912",13.4293608,77.5124912,,
470,375011,"Gurapali Toll
Plaza",PF,TOLL,NATIONAL,Odisha,Ganjam,NHAI,"19.638154,85.140017",19.638154,85.140017,,
471,180002,"Gurau (Formerly
Semra Atikaba",Conc.,TOLL,NATIONAL,Uttar Pradesh,Firozabad,IRB,"26.996524,78.777334",26.996524,78.777334,,
472,545085,"GVR BEHARI Toll
Plaza",Conc,TOLL,STATE,Madhya Pradesh,Rewa,GVR BEHARI,"24.742577,82.109536",24.742577,82.109536,,
473,540049,"Hadas
Pimpalgaon Toll",PF,TOLL,STATE,Maharashtra,Aurangabad,NMSCEL,"19.931252, 74.950029",19.931252,74.950029,,
474,320092,"Hadwa TOLL
PLAZA",PF,TOLL,NATIONAL,Uttar Pradesh,Lucknow,NHAI,"26.137818, 82.802275",26.137818,82.802275,,
475,340031,"Haladgao TOLL
PLAZA",PF,TOLL,NATIONAL,Maharashtra,Wardha,NHAI,"20.852147,78.873033",20.852147,78.873033,,
476,352047,"Halaharvi TOLL
PLAZA",PF,TOLL,NATIONAL,Andhra Pradesh,Halaharvi,NHAI,"15.819781,77.454008",15.819781,77.454008,,
477,520013,Haliyapur,Conc.,TOLL,STATE,Uttar Pradesh,Sultanpur,"Prakash
Asphalting &","26.5125810, 81.7669160",26.512581,81.766916,,
478,356107,"Halligudi Fee
Plaza",PF,TOLL,NATIONAL,Karnataka,Halligudi,"BSCPL
Infrastructure","15.390900, 75.855100",15.3909,75.8551,,
479,536019,Halol Toll Plaza,Conc.,TOLL,STATE,Gujarat,Halol,"Gujarat Road
and Infra Co Ltd","22.489873, 73.465586",22.489873,73.465586,,
480,556058,Hamirpur Km,Conc.,TOLL,STATE,Uttar Pradesh,Jakhedi,UPEIDA,"25.6337,79.6940",25.6337,79.694,,
481,199002,"HANDIYA (Sujala
) Toll Plaza",Conc.,TOLL,NATIONAL,Uttar Pradesh,Allahabad,"M/s Eagle Infra
India Ltd","25.3788756,82.1567207",25.3788756,82.1567207,,
482,545098,"Harduwani
(Damoh)Toll",Conc.,TOLL,STATE,Madhya Pradesh,Damoh,"Bansal
Pathways","23.849222,79.609670",23.849222,79.60967,,
483,84001,Hariabara,Conc.,TOLL,NATIONAL,Bihar,Araria,SMS,"26.152636,87.445216",26.152636,87.445216,,
484,330076,Harimma,PF,TOLL,NATIONAL,Rajasthan,Nagaur,NHAI,"27.2553568,73.8398793",27.2553568,73.8398793,,
485,556032,"Harpanahalli
Toll Plaza",Conc.,TOLL,STATE,Karnataka,Hadagali,NHAI,"14.806217,75.975065",14.806217,75.975065,,
486,320087,"Harro Toll Plaza
near Ganne",PF,TOLL,NATIONAL,Uttar Pradesh,Prayagraj,NHAI,"25.1154169,81.7543869",25.1154169,81.7543869,,
487,158001,"Harsa Mansar
Toll Plaza",Conc.,TOLL,NATIONAL,Punjab,Hoshiarpur,NHAI,"32.061586,75.614373",32.061586,75.614373,,
488,345080,"Harshili Toll
Plaza",PF,TOLL,NATIONAL,Madhya Pradesh,Raisen,NHAI,"23.018177,78.121077",23.018177,78.121077,,
489,356027,"Harwal TOLL
PLAZA",PF,TOLL,NATIONAL,Karnataka,Gulbarga,NHAI,"17.021227,76.6828832",17.021227,76.6828832,,
490,375017,Hasanpur,PF,TOLL,NATIONAL,Odisha,"Jaipur -
Keonjhar","SAI MAATARINI
TOLLWAYS","21.14661,86.1173884",21.14661,86.1173884,,
491,330085,"Hathitala Toll
Plaza",PF,TOLL,NATIONAL,Rajasthan,Barmer,NHAI (QualiX),"25.5646786,71.4078461",25.5646786,71.4078461,,
492,340042,"Hativale Fee
Plaza",PF,TOLL,NATIONAL,Maharashtra,Hativale,"KCC Buildcon
Pvt. Ltd.","16.611829, 73.545512",16.611829,73.545512,,
493,340035,"Hatnoor Toll
Plaza",PF,TOLL,NATIONAL,Maharashtra,Hatnoor,NHAI,"20.1931490,75.1328630",20.193149,75.132863,,
494,545011,"Hatta TOLL
PLAZA",Conc.,TOLL,STATE,Madhya Pradesh,Sagar,"M/s DBL Hatta-
dargoan","24.123109,79.55156",24.123109,79.55156,,
495,356021,"Hattargi Toll
Plaza",PF,TOLL,NATIONAL,Karnataka,Belagavi,NHAI,"16.1433,74.51696",16.1433,74.51696,,
496,520034,Hauj Fee Plaza,PF,TOLL,NATIONAL,Uttar Pradesh,Jaunpur,NHAI,"25.675856, 82.724787",25.675856,82.724787,,
497,356020,"Hebbalu Toll
Plaza",PF,TOLL,NATIONAL,Karnataka,Davanagere,NHAI,"14.375564,76.106875",14.375564,76.106875,,
498,345033,Heeran Khedi,Conc.,TOLL,NATIONAL,Madhya Pradesh,Rajgarh,"Agroh Biaora
Tollways","23.987980,76.801104",23.98798,76.801104,,
499,257002,"HEJAMADI TOLL
PLAZA",Conc.,TOLL,NATIONAL,Karnataka,Hejamadi,"NAVAYUGA
UDUPI","13.1075003,74.7844545763",13.1075003,74.78445458,,
500,556016,"Hemagudda Toll
Plaza",DBFOT,TOLL,STATE,Karnataka,"Hemagudda
Village","Sindhanur
Gangavathi","15.431844,76.405685",15.431844,76.405685,,
501,312067,"Hilalpur Fee
Plaza",PF,TOLL,NATIONAL,Haryana,Gurugram,NHAI,"28.212915, 77.124201",28.212915,77.124201,,Complete
502,330018,"Hindore Toll
Plaza",BOT,TOLL,NATIONAL,Rajasthan,Bikaner,MoRTH,"29.101064,73.853890",29.101064,73.85389,,
503,540018,"Hingana Road
Toll Plaza",Conc.,TOLL,STATE,Maharashtra,Nagpur,"GHAI
Construction","21.092948,78.9764186",21.092948,78.9764186,,
504,330108,Hingonia Toll,PF,TOLL,NATIONAL,Rajasthan,Jaipur,NHAI,"26.8509,75.9247",26.8509,75.9247,,
505,536079,"Hirapur Toll
Plaza",PF,TOLL,NATIONAL,Maharashtra,"Hirapur
Village",NHAI,"20.104946, 79.830014",20.104946,79.830014,,
506,111001,"Hirebgewadi toll
plaza",Conc.,TOLL,NATIONAL,Karnataka,Belagavi,"Ashoka
Buildcon","15.76311,74.64785",15.76311,74.64785,,
507,356029,"Hirehalli Toll
plaza",PF,TOLL,NATIONAL,Karnataka,Hirehalli,NHAI,"14.524962,76.6644745",14.524962,76.6644745,,
508,556015,"Hiremannapur
Toll Plaza",Conc,TOLL,STATE,Karnataka,"Hiremannap
ur","Kesar
Investment","15.7729777,76.2985608",15.7729777,76.2985608,,
509,16003,Hitnal,Conc.,TOLL,NATIONAL,Karnataka,Koppal,GMR,"15.323649,76.303646",15.323649,76.303646,,
