Index,Plaza Name,City,Geo Codes,Longitude,Latitudes,,,,,,,,
528,"Indragarh Toll
Plaza",Bundi,"25.743931, 76.168992",25.743931,76.168992,,,,,,,,
529,Indranagar,Pali,"25.829753,73.459836",25.829753,73.459836,,,,,,,,
530,"Itaunja Toll
Plaza",Sitapur,"27.1034866,80.8814285",27.1034866,80.8814285,,,,,,,,
531,Itora Buzurg,Raebareilly,"25.999600,81.285787",25.9996,81.285787,,,,,,,,
532,"IVRCL
Chengapally",Tiruppur,"11.012852,77.073167",11.012852,77.073167,,,,,,,,
533,"Jagaheri fee
plaza","Muzaffarnag
ar","29.467707,77.611927",29.467707,77.611927,,,,,,,,
534,Jagatsukh,Manali,"32.196130, 77.203707",32.19613,77.203707,,,,,,,,
535,"Jagjitpura Toll
Plaza",Barnala,"30.4024658,75.4396511",30.4024658,75.4396511,,,,,,,,
536,"Jagtapur Patti
Toll Plaza",Jaspur,"29.244179,78.884934",29.244179,78.884934,,,,,,,,
537,"Jagtara TOLL
PLAZA",Kanker,"20.6046999,81.4195136",20.6046999,81.4195136,,,,,,,,
538,Jaitpur Toll Plaza,Bikaner,"28.884747, 74.028325",28.884747,74.028325,,,,,,,,
539,Jaitpur Toll Plaza,Seoni,"22.548497,79.600413",22.548497,79.600413,,,,,,,,
540,"Jajirakallu Toll
Plaza",Jajirakallu,"14.981630, 76.834694",14.98163,76.834694,,,,,,,,
541,"Jaladhulagori
toll plaza",Howrah,"22.573188,88.181679",22.573188,88.181679,,,,,,,,
542,Jaloli Fee Plaza,Jaloli,"30.5859671,76.9452524",30.5859671,76.9452524,,,,,,,,
543,Jamli Toll Pllaza,Barwani,"21.75667,75.156824",21.75667,75.156824,,,,,,,,
544,"Jamnagar
Bypass-Vadinar",Jamnagar,"22.4271343,69.9139827",22.4271343,69.9139827,,,,,,,,
545,"Jamudihi Toll
Plaza",Sundargarh,"21.991807, 85.119236",21.991807,85.119236,,,,,,,,
546,"Janasanpur Toll
Plaza",Janasanpur,"21.448549,85.373375",21.448549,85.373375,,,,,,,,
547,"Jasnathnagar
Toll Plaza",Jodhpur,"26.6175741,72.9777825",26.6175741,72.9777825,,,,,,,,
548,"Jaswadi Toll
Plaza",Khandwa,"21.787500,76.444167",21.7875,76.444167,,,,,,,,
549,"Jat Gangaicha
Toll Plaza",Rewari,"28.275006,76.613363",28.275006,76.613363,,,,,,,,
550,"Jat Guwana Toll
Plaza",Jat Guwana,"28.121286, 76.179413",28.121286,76.179413,,,,,,,,
551,Jathon Toll Plaza,Jodhpur,"26.953637, 72.906977",26.953637,72.906977,,,,,,,,
552,"JATL Dhilwan
Toll Plaza",Kapurthala,"31.499318,75.323065",31.499318,75.323065,,,,,,,,
553,"JATL Nijjerpura
Toll Plaza",Amritsar,"31.577704,74.997072",31.577704,74.997072,,,,,,,,
554,Javoor Toll Plaza,"Javoor
Village","13.794751,75.982067",13.794751,75.982067,,,,,,,,
555,Jawahar Nagar,Kalaburagi,"17.1287679,77.3493783",17.1287679,77.3493783,,,,,,,,
556,"Jawahar Nagar
Toll Plaza",Mulugu,"18.212011,80.0284",18.212011,80.0284,,,,,,,,
557,"Jellipalli Toll
Plaza",Anantpur,"14.168867,78.144507",14.168867,78.144507,,,,,,,,
558,Jetpur Toll Plaza,Bikaner,"28.886175, 74.019717",28.886175,74.019717,,,,,,,,
559,Jewar Toll Plaza,Jewar,"28.114650,77.575418",28.11465,77.575418,,,,,,,,
560,"Jhalmala Toll
Plaza",Raigarh,"21.817222, 83.434444",21.817222,83.434444,,,,,,,,
561,Jharoti Toll Plaza,Sonipat,"28.922500, 76.952480",28.9225,76.95248,,,,,,,,
562,"Jharpokharia
Toll Plaza","Jharpokhari
a","22.180518, 86.636253",22.180518,86.636253,,,,,,,,
563,Jhiriya Toll Plaza,Rewa,"24.5702,81.4111",24.5702,81.4111,,,,,,,,
564,"Jindpur Toll
Plaza",Raebareli,"25.859513,80.684572",25.859513,80.684572,,,,,,,,
565,Jiwana Toll plaza,Baghpat,"29.165072,77.276193",29.165072,77.276193,,,,,,,,
566,"Jodi
Dharmapuram","Jodi
Dharmapura","14.987394,77.915283",14.987394,77.915283,,,,,,,,
567,"Jogipur Toll
Plaza",Biaora,"24.0875232,76.9848838",24.0875232,76.9848838,,,,,,,,
568,Jognihai,Rewa,"24.5488779,81.4031647",24.5488779,81.4031647,,,,,,,,
569,"Johariya Sheikh
Toll Plaza",Sagar,"23.797401,78.545475",23.797401,78.545475,,,,,,,,
570,"Jojro Ka Kheda
Toll Plaza",Chittaurgarh,"25.082922,74.624379",25.082922,74.624379,,,,,,,,
571,"Jorwara Toll
Plaza",Jorwara,"25.246369,81.2754626",25.246369,81.2754626,,,,,,,,
572,Joya Toll Plaza,Amroha,"28.836176,78.420749",28.836176,78.420749,,,,,,,,
573,"Julwaniya Toll
Plaza",Julwaniya,"21.856536,75.221664",21.856536,75.221664,,,,,,,,
574,Jungawani,Chhindwara,"22.377885,79.151005",22.377885,79.151005,,,,,,,,
575,"K N Huindy TOLL
PLAZA",Ramanagara,"12.9194122,77.4686378",12.9194122,77.4686378,,,,,,,,
576,Kabbur plaza,Chikodi,"16.359437,74.701976",16.359437,74.701976,,,,,,,,
577,"Kachnaria TOLL
PLAZA",Rajgarh,"23.863596,76.92223",23.863596,76.92223,,,,,,,,
578,"Kadabhalli
(Kirasave) Toll Pl",Mandya,"12.958304,76.623563",12.958304,76.623563,,,,,,,,
579,"Kadaligarh Toll
Plaza",Sambalpur,"20.958433,84.313559",20.958433,84.313559,,,,,,,,
580,"Kadathanamale
Toll Plaza",Bangalore,"13.2123515,77.5535138",13.2123515,77.5535138,,,,,,,,
581,"Kadisahena Toll
Plaza",Gulabpura,"25.634583,15.002951",25.634583,75.002951,,,,,,,,
582,"Kadthal Toll
Plaza",Kadthal,"16.970404, 78.507550",16.970404,78.50755,,,,,,,,
583,"Kaichachkoot
Toll Plaza",Pulwama,"33.874607,75.043232",33.874607,75.043232,,,,,,,,
584,"Kair Fakir Ki
Dhani toll plaza",Jaisalmer,"26.6307103,71.2056009",26.6307103,71.2056009,,,,,,,,
585,Kaithi plaza,Varanasi,"25.494937, 83.147623",25.494937,83.147623,,,,,,,,
586,Kakrahi Km 280,Etawah,"26.7938,79.3264",26.7938,79.3264,,,,,,,,
587,Kala Tibba Toll Plaza,Abohar,"30.104916776669047,74.26
080263456376",30.10491678,74.26,,,,,,,,not Found
588,"Kalajhar Toll
Plaza",Channo,"30.2660156,76.1468553",30.2660156,76.1468553,,,,,,,,
589,"Kalaparru Toll
Plaza","West
Godavari","16.676408,81.022129",16.676408,81.022129,,,,,,,,
590,"Kalapathar Toll
Plaza",Kalapathar,"23.217840,86.936479",23.21784,86.936479,,,,,,,,
591,Kalghatgi,Dharwad,"15.396148,75.004123",15.396148,75.004123,,,,,,,,
592,"Kalinger Fee
Plaza",Nuh,"28.023657, 77.113060",28.023657,77.11306,,,,,,,,
593,"Kallakudi Toll
plaza",Kallakudi,"10.996960, 78.967090",10.99696,78.96709,,,,,,,,
594,"KALMORA Toll
Plaza",Jhabua,"23.225745, 75.034617",23.225745,75.034617,,,,,,,,
595,Kalyanpura Toll Plaza,Sironj,"24.127005,77.650435",24.127005,77.650435,,,,,,,,
596,Kamkole,Bidar,"17.6457252,77.8198176",17.6457252,77.8198176,,,,,,,,
597,"KAMPTEE
KANHAN",Nagpur,"21.244457,79.2490091",21.244457,79.2490091,,,,,,,,
598,"Kamthana Toll
Plaza",Bidar,"17.845891,77.448414",17.845891,77.448414,,,,,,,,
599,Kanad,Agar,"23.67727778,76.13361111",23.67727778,76.13361111,,,,,,,,
600,"Kanakapura
Road (P3) Plaza",Bengaluru,"12.857833,77.527583",12.857833,77.527583,,,,,,,,
601,Kananakatte,Davangere,"14.5381,76.4269",14.5381,76.4269,,,,,,,,
602,"Kandra Toll
Plaza",Kandra,"22.052105, 85.494152",22.052105,85.494152,,,,,,,,
603,"Kaniminike Toll
Plaza",Bengaluru,"12.859600, 77.431110",12.8596,77.43111,,,,,,,,
604,"Kannegala TOLL
PLAZA",Malavalli,"11.981411,76.996146",11.981411,76.996146,,,,,,,,
605,"Kannole TOLL
PLAZA",Gulbarga,"17.3970044,76.7064433",17.3970044,76.7064433,,,,,,,,
606,"Kansari Toll
Plaza",Deesa,"24.314930, 72.146200",24.31493,72.1462,,,,,,,,
607,Kantaghar,Keonjhar,"21.5082779,85.8260561",21.5082779,85.8260561,,,,,,,,
608,Kappalur,Madurai,"9.844294,78.011209",9.844294,78.011209,,,,,,,,
609,"Karahal Toll
Plaza",Goras,"25.503944,77.073194",25.503944,77.073194,,,,,,,,
610,"Karahewala Toll
Plaza",Moga,"31.053694, 75.049833",31.053694,75.049833,,,,,,,,
611,Karampur Km,Auraiya,"26.5005,79.4349",26.5005,79.4349,,,,,,,,
612,"Karanja Lad Toll
Plaza",Washim,"20.515650, 77.459831",20.51565,77.459831,,,,,,,,
613,"Karanja Toll
Plaza",Wardha,"21.157585,78.388033",21.157585,78.388033,,,,,,,,
614,"Karapadu Toll
Plaza",Icchapuram,"19.111282,84.699281",19.111282,84.699281,,,,,,,,
615,"Kardha Toll
Plaza",Bhandara,"21.1393821,79.6750986",21.1393821,79.6750986,,,,,,,,
616,Karel Toll Plaza,Udaipur,"24.212800, 73.352400",24.2128,73.3524,,,,,,,,
617,Karigawan fee,Rajauli,"24.688738, 85.507067",24.688738,85.507067,,,,,,,,
618,"Karikatti Toll
Plaza",Soundatti,"15.738306, 75.063639",15.738306,75.063639,,,,,,,,
619,"Karjeevanhally
Toll Plaza",Tumkur,"13.612918,76.953866",13.612918,76.953866,,,,,,,,
620,"Karman Toll
Plaza",Palwal,"27.855460, 77.402640",27.85546,77.40264,,,,,,,,
621,Karodi Toll Plaza,Aurangabad,"19.8902365,75.1981289",19.8902365,75.1981289,,,,,,,,
622,Karwar,Hubli,"15.4461808,75.0125785",15.4461808,75.0125785,,,,,,,,
623,Kasari Toll Plaza,Nagaur,"27.023008, 74.811117",27.023008,74.811117,,,,,,,,
624,"Kasepalli Toll
Plaza","Anantapura
m","15.061754,77.630328",15.061754,77.630328,,,,,,,,
625,"Kashi Plaza DME
KM 5823",Meerut,"28.896616,77.645370",28.896616,77.64537,,,,,,,,
626,"Katangi Toll
Plaza",Jabalpur,"23.490873, 79.825938",23.490873,79.825938,,,,,,,,
627,"Kathpur Toll
Plaza",Sabarkatha,"23.410181,72.828618",23.410181,72.828618,,,,,,,,
628,"Kathuwas Toll
Plaza","Alwar
(Behror)","28.1416420, 76.3604420",28.141642,76.360442,,,,,,,,
629,"Katni Bypass
Road Ltd-Entry",Katni,"23.888946,80.384704",23.888946,80.384704,,,,,,,,
630,"Katni Bypass
Road Ltd-Exit",Katni,"23.768876,80.334978",23.768876,80.334978,,,,,,,,
631,"Katoghan Toll
Plaza",Fatehpur,"25.749487,81.170481",25.749487,81.170481,,,,,,,,
632,"Katol Road Toll
Plaza",Nagpur,"21.1843609,79.0319083",21.1843609,79.0319083,,,,,,,,
633,Kaytha,Ujjain,"23.229287, 76.040933",23.229287,76.040933,,,,,,,,
634,"Kaza Toll Plaza
Mangalgiri",Guntur,"16.3856,80.53367",16.3856,80.53367,,,,,,,,
635,Keesara,Hyderabad,"17.310012, 78.385202",17.310012,78.385202,,,,,,,,
636,"Keesara Plaza
(NH-65)",Vijaywada,"16.718077,80.324314",16.718077,80.324314,,,,,,,,
637,"Keezhkuppam
Toll Plaza",Kallakurichi,"12.3823,78.8982",12.3823,78.8982,,,,,,,,
638,Kekri Toll Plaza,Jaipur,"12.3823,78.8982",25.93807,75.14053,,,,,,,,
639,"Kelankot Toll
Plaza",Barmer,"26.108914, 72.376761",26.108914,72.376761,,,,,,,,
640,Kelapur,Yavatmal,"20.019318,78.540218",20.019318,78.540218,,,,,,,,
641,Kelwad,Nagpur,"21.471620,78.872554",21.47162,78.872554,,,,,,,,
642,Khachrol,Bhilwara,"25.22635,75.0488993",25.22635,75.0488993,,,,,,,,
643,"Khadda Toll
Plaza",Rewa,"24.522264,81.365223",24.522264,81.365223,,,,,,,,
644,"Khadka Toll
plaza","Khadka
village","19.555563,74.982173",19.555563,74.982173,,,,,,,,
645,"Khaikhat Toll
Plaza",Kishangarh,"26.318939,87.902600",26.318939,87.9026,,,,,,,,
646,"Khairabad Toll
Plaza",Sitapur,"27.558744,80.661034",27.558744,80.661034,,,,,,,,
647,"Khalapur Toll
Plaza",Khalapur,"18.801047, 73.285379",18.801047,73.285379,,,,,,,,
648,"Khalghat Toll
Plaza",Dhar,"22.173782,75.456797",22.173782,75.456797,,,,,,,,
649,"Khalilpur Fee
Plaza",Palwal,"28.158576, 77.152090",28.158576,77.15209,,,,,,,,
650,"Khalilpur Toll
Plaza",Mewat,"28.157553, 77.152888",28.157553,77.152888,,,,,,,,
651,"Khamara  Toll
Plaza",Khamar,"21.2499640,85.1930650",21.249964,85.193065,,,,,,,,
652,"Khambara Toll
Plaza",Betul,"21.6937297,78.3900797",21.6937297,78.3900797,,,,,,,,
653,"Khandi Obri Toll
Plaza",Udaipur,"23.993636,73.627895",23.993636,73.627895,,,,,,,,
654,"Khaniwade Toll
Plaza",Palghar,"19.519667,72.916898",19.519667,72.916898,,,,,,,,
655,Khanna Km 86,Mahoba,"25.5766,80.0633",25.5766,80.0633,,,,,,,,
656,"Khanna Toll
Plaza",Hamirpur,"25.543293,80.060095",25.543293,80.060095,,,,,,,,
657,"Khanori Toll
Plaza",Jodhpur,"26.5788130,72.3263720",26.578813,72.326372,,,,,,,,
658,Khanpur Toll,Jhalawar,"24.657272, 76.315022",24.657272,76.315022,,,,,,,,
659,Khara Toll Plaza,Bikaner,"28.2330309,73.3902644",28.2330309,73.3902644,,,,,,,,
660,Kharbi Toll Plaza,Bramhapuri,"20.606111,79.823611",20.606111,79.823611,,,,,,,,
661,Kharik,Bhagalpur,"25.385796,87.01154",25.385796,87.01154,,,,,,,,
662,"Kharkhara Toll
Plaza",Kharkhara,"28.926778, 76.376000",28.926778,76.376,,,,,,,,
663,Kharkhoda,Kharkhoda,"28.858488,76.946385",28.858488,76.946385,,,,,,,,
664,"Khatkar Toll
plaza",Narwana,"29.3945179,76.2525359",29.3945179,76.2525359,,,,,,,,
665,"Khawasa Toll
Plaza",Khawasa,"21.703044,79.433797",21.703044,79.433797,,,,,,,,
666,Kheda,Kheda,"22.715938,72.740905",22.715938,72.740905,,,,,,,,
667,Khedi,Gulabpura,"26.1029659,74.6849376",26.1029659,74.6849376,,,,,,,,
668,"Khed-Shivapur
Toll Plaza",Pune,"18.3313849,73.8525197",18.3313849,73.8525197,,,,,,,,
669,"Kheerwa Toll
Plaza",Bikaner,"27.2833780,72.323165",27.283378,72.323165,,,,,,,,
670,"KHEMANA TOLL
PLAZA","Banaskanth
a","24.241335,72.462709",24.241335,72.462709,,,,,,,,
671,"Kherari Toll
Plaza",Kherari,"28.826478, 76.348169",28.826478,76.348169,,,,,,,,
672,"Kheri Sharaf Ali
Toll Plaza","Kheri Sharaf
Ali","29.552076, 76.534499",29.552076,76.534499,,,,,,,,
673,Kherkheda,Ujjain,"24.01664,75.393569",24.01664,75.393569,,,,,,,,
674,"Kherki Daula
Toll Plaza",Gurgaon,"28.395604,76.98176",28.395604,76.98176,,,,,,,,
675,"Kherwasani
TOLL PLAZA",Katni,"24.1222993,80.5994996",24.1222993,80.5994996,,,,,,,,
676,"Khireitangiri Toll
Plaza",Khireitangiri,"21.705647,85.697266",21.705647,85.697266,,,,,,,,
677,Khiriya Fee Plaza,Raisen,"23.087748, 78.486994",23.087748,78.486994,,,,,,,,
678,"Khiriya Naka Toll
Plaza",Tikamgarh,"24.642486,78.764694",24.642486,78.764694,,,,,,,,
679,"Khudiyala Toll
Plaza",Jodhpur,"26.787956,72.820181",26.787956,72.820181,,,,,,,,
680,Khuian Malkna,Sirsa,"29.880700, 74.793858",29.8807,74.793858,,,,,,,,
681,"Khuian Sarvar
Plaza",Fazilka,"30.089223, 74.027322",30.089223,74.027322,,,,,,,,
682,"Khutgar
Sapgaon Toll",Nashik,"19.432251, 73.359175",19.432251,73.359175,,,,,,,,
683,"Kilazafargarh
Toll Plaza","Kilazafargar
h","29.098408, 76.425469",29.098408,76.425469,,,,,,,,
684,Kini Toll Plaza,Kolhapur,"16.8767054,74.2983001",16.8767054,74.2983001,,,,,,,,
685,Kiranj Toll Plaza,Nuh,"28.188888, 77.172178",28.188888,77.172178,,,,,,,,
686,Kiratpur fee plaza,Uttar Pradesh,"27.79189039140145,
78.2865520412782",27.79189039,78.28655204,,,,,,,,
687,Kishangarh Plaza,Ajmer,"26.595329,74.939169",26.595329,74.939169,,,,,,,,
688,"Kishorepura Toll
Plaza",Kota,"25.135915,75.7966206",25.135915,75.7966206,,,,,,,,
689,Kitlana,Bhiwani,"28.692990, 76.158534",28.69299,76.158534,,,,,,,,
690,KK Toll Plaza,Alwar,"28.105358, 76.708050",28.105358,76.70805,,,,,,,,
691,"Kobadi Toll
Plaza",Bhavnagar,"21.61976000,72.14159333",21.61976,72.14159333,,,,,,,,
692,"Kodikottai Toll
Plaza",Manjani,"9.887952, 78.847700",9.887952,78.8477,,,,,,,,
693,"Kognoli Toll
Plaza",Belagavi,"16.5422,74.31825",16.5422,74.31825,,,,,,,,
694,Kokapet,Hyderabad,"17.242673, 78.194936",17.242673,78.194936,,,,,,,,
695,"KOKHRAJ
(Sirohi) Toll",Kaushambi,"25.576505,81.5295417",25.576505,81.5295417,,,,,,,,
696,"Kokmathan Toll
Plaza",Aurangabad,"19.840290, 74.473085",19.84029,74.473085,,,,,,,,
697,"KOKPARA  TOLL
PLAZA",Kokpara,"22.4459665,86.5983467",22.4459665,86.5983467,,,,,,,,
698,Kolappancheri,Chennai,"13.070524,80.071587",13.070524,80.071587,,,,,,,,
699,Kolha Toll Plaza,"Hanumanga
rh","29.519569, 74.335958",29.519569,74.335958,,,,,,,,
700,"Kollam Bypass
Toll Plaza",Kollam,"8.921575,76.575862",8.921575,76.575862,,,,,,,,
701,"Kollapalle Toll
Plaza",Kollapalle,"18.017805, 77.927905",18.017805,77.927905,,,,,,,,
702,Kolu Toll Plaza,Jodhpur,"26.904603, 72.312525",26.904603,72.312525,,,,,,,,
703,"Komalla Fee
Plaza",Komalla (V),"17.77737111,79.28361111",17.77737111,79.28361111,,,,,,,,
704,"Komatipalli Fee
Plaza",Komatipalli,"18.02173544,79.50000000",18.02173544,79.5,,,,,,,,
705,"Kondar Toll
Plaza",Karauli,"26.5372312,77.086002",26.5372312,77.086002,,,,,,,,
706,Konetipuram,"Konetipura
m","16.6120211,78.6758205",16.6120211,78.6758205,,,,,,,,
707,"Kopra Kharghar
Toll Plaza","Navi
Mumbai","19.037473, 73.078256",19.037473,73.078256,,,,,,,,
708,Korai Toll Plaza,Agra,"27.114895,77.715981",27.114895,77.715981,,,,,,,,
709,Koralaphad,Nalgonda,"17.159784,79.475426",17.159784,79.475426,,,,,,,,
710,"Kot Karora Kalan
Plaza",Talwandi,"30.8263476,74.9165723",30.8263476,74.9165723,,,,,,,,
711,"Kota Bypass Toll
Plaza",Kota,"25.132814, 75.796857",25.132814,75.796857,,,,,,,,
712,"Kotatala Toll
Plaza",Damoh,"23.780076, 79.464341",23.780076,79.464341,,,,,,,,
713,"Kothagudem
Toll Plaza",Suryapet,"17.1314,80.0036",17.1314,80.0036,,,,,,,,
714,Kothiya,Sahibganj,"25.238246, 87.647616",25.238246,87.647616,,,,,,,,
715,Kovvuru,Vijayawada,"17.027290, 81.719536",17.02729,81.719536,,,,,,,,
716,"Koyla TOLL
PLAZA",Rampur,"28.82978,79.096764",28.82978,79.096764,,,,,,,,
717,"Kozhinjiipatti
Plaza",Dindigul,"10.194334,77.909215",10.194334,77.909215,,,,,,,,
718,Krishnagiri Plaza,Krishnagiri,"12.544583,78.201132",12.544583,78.201132,,,,,,,,
719,Krishnavaram,"East
Godavari","17.215448,82.1107",17.215448,82.1107,,,,,,,,
720,"Kuabadla Toll
Plaza",Chhindwara,"22.36342938,78.62131517",22.36342938,78.62131517,,,,,,,,
721,"Kuchadi Toll
Plaza",Porbander,"21.69753663,69.53280984",21.69753663,69.53280984,,,,,,,,
722,"Kuchera Toll
Plaza",Ajmer,"26.9802573,73.9570513",26.9802573,73.9570513,,,,,,,,
723,"Kuchhvada Toll
Plaza",Deesa,"24.458300, 72.269800",24.4583,72.2698,,,,,,,,
724,"Kulhariya fee
plaza",Arrah,"25.580560, 84.768610",25.58056,84.76861,,,,,,,,
725,"Kulumapalya toll
plaza","Bangalore
Rural","13.114638,77.37463",13.114638,77.37463,,,,,,,,
726,"Kumbalam Toll
Plaza",Ernakulam,"9.895245,76.313541",9.895245,76.313541,,,,,,,,
727,Kumhari,Kumhari,"21.2525171,81.5368479",21.2525171,81.5368479,,,,,,,,
728,Kundali,Kundali,"28.911104,77.025054",28.911104,77.025054,,,,,,,,
729,Kunwarpur,Jaunpur,"25.6727919,82.3158437",25.6727919,82.3158437,,,,,,,,
730,Kurana Toll,Hapur,"28.6278,77.7849",28.6278,77.7849,,,,,,,,
731,"Kurankhed Toll
Plaza",Akola,"20.695688, 77.263261",20.695688,77.263261,,,,,,,,
732,Kurebhar,Sultanpur,"26.3895420, 82.1262510",26.389542,82.126251,,,,,,,,
733,Kurki Toll Plaza,Kurki Village,"14.351626,75.979384",14.351626,75.979384,,,,,,,,
734,"Kusgaon NH48
Toll Plaza",Lonavala,"18.760253,73.439713",18.760253,73.439713,,,,,,,,
735,"Kusgaon Toll
Plaza",Kusgaon,"18.760371, 73.430045",18.760371,73.430045,,,,,,,,
736,Kusthala Toll Plaza,Sawai Madhopur,"25.968464980634522,
76.25313572334733",25.96846498,76.25313572,,,,,,,,
737,"L&T Krishnagiri
Thopur Toll P",Dharmapuri,"12.00638,78.08008",12.00638,78.08008,,,,,,,,
738,L&T PANIPAT,Panipat,"29.433664,76.97014",29.433664,76.97014,,,,,,,,
739,L&T Vadodra,Vadodara,"22.015027,73.115049",22.015027,73.115049,,,,,,,,
740,"Lachiwala Toll
Plaza",Dehradun,"30.209235,78.125393",30.209235,78.125393,,,,,,,,
741,"Ladowal Toll
Plaza",Ludhiana,"30.988606,75.790611",30.988606,75.790611,,,,,,,,
742,"LADPALWAN
TOLL PLAZA",Pathankot,"32.197881,75.533697",32.197881,75.533697,,,,,,,,
743,"Lakhanpur Toll
Plaza",Jammu,"32.3821080, 75.5989640",32.382108,75.598964,,,,,,,,
744,Lakhasar,Bikaner,"28.093586,73.876543",28.093586,73.876543,,,,,,,,
745,Lal ka Khera,Jahazpur,"25.482404,75.313410",25.482404,75.31341,,,,,,,,
746,"Lalanagar Toll
Plaza","Sant Ravidas
Nagar","25.266948,82.491513",25.266948,82.491513,,,,,,,,
747,Laling toll plaza,Dhule,"20.833039,74.754271",20.833039,74.754271,,,,,,,,
748,"Lamber toll
plaza",Banihal,"34.0922,74.8022",34.0922,74.8022,,,,,,,,
749,Lambiya Kalan,Jaipur,"25.5871683,74.593839",25.5871683,74.593839,,,,,,,,
750,"Lamnannagar
Toll Plaza",Jodhpur,"27.161194,73.008472",27.161194,73.008472,,,,,,,,
751,"Landhari Toll
Plaza",Hisar,"29.2922726,75.6481065",29.2922726,75.6481065,,,,,,,,
752,Lasedi,Churu,"28.7015412,75.4758781",28.7015412,75.4758781,,,,,,,,
753,Lathi,Jaisalmer,"27.0298232,71.4462213",27.0298232,71.4462213,,,,,,,,
754,"Lawada Toll
plaza",Balaghat,"21.859778, 80.106833",21.859778,80.106833,,,,,,,,
755,"Laxamannath
Plaza","Bangalore
Rural","13.193545,77.64981",13.193545,77.64981,,,,,,,,
756,Laxmipuram,Srikakulam,"18.733529,84.389803",18.733529,84.389803,,,,,,,,
757,"Lebhera Toll
Plaza",Bareilly,"28.4724919,79.5344793",28.4724919,79.5344793,,,,,,,,
758,"Lechchumanapa
tti",Pudukkottai,"10.624233,78.747631",10.624233,78.747631,,,,,,,,
759,"Leelamba Toll
Plaza",Lilamba,"26.070653, 74.010311",26.070653,74.010311,,,,,,,,
760,"Lehra Begga Toll
Plaza",Bhatinda,"30.2331306,75.1018423",30.2331306,75.1018423,,,,,,,,
761,Lembalakudi,Pudukkottai,"10.299776,78.770713",10.299776,78.770713,,,,,,,,
762,Limbe Toll Plaza,Aurangabad,"19.779805,75.194678",19.779805,75.194678,,,,,,,,
763,Limdi Toll Plaza,Dahod,"23.0344110,74.1526500",23.034411,74.15265,,,,,,,,
764,Limha Toll Plaza,Bilaspur,"22.289296, 82.303030",22.289296,82.30303,,,,,,,,
765,"Link Road (L1)
Toll",Bengaluru,"12.936583,77.531500",12.936583,77.5315,,,,,,,,
766,Lodam Toll Plaza,Jashpur,"22.954331, 84.360130",22.954331,84.36013,,,,,,,,
767,Lohari Toll Plaza,Jhansi,"25.343778, 78.916861",25.343778,78.916861,,,,,,,,
768,"Lomshinong Toll
Plaza",Khliehriat,"25.169119, 92.393079",25.169119,92.393079,,,,,,,,
769,"Ludana Toll
Plaza",Jind,"29.241281,76.518039",29.241281,76.518039,,,,,,,,
770,"Ludhwai Toll
Plaza",Bharatpur,"27.178509,77.416845",27.178509,77.416845,,,,,,,,
771,"LUHARLI Toll
plaza","Gautam
Buddh","28.499246,77.627269",28.499246,77.627269,,,,,,,,
772,Mada toll plaza,Ramban,"33.1304683,75.2941524",33.1304683,75.2941524,,,,,,,,
773,Madai Fee Plaza,Chaurai,"22.553803,79.115999",22.553803,79.115999,,,,,,,,
774,Madanpur,Katghora,"22.454908,82.483176",22.454908,82.483176,,,,,,,,
775,"Madanpur Toll
Plaza",Madanpur,"26.3093870,91.7164080",26.309387,91.716408,,,,,,,,
776,"Madapam Toll
Plaza",Srikakulam,"18.377344,84.000528",18.377344,84.000528,,,,,,,,
777,"Madhav Sihora
Silodi Corridor",Sihora,"23.448250, 80.143389",23.44825,80.143389,,,,,,,,
778,"Madina Toll
Plaza",Rohtak,"28.9374978,76.3981516",28.9374978,76.3981516,,,,,,,,
779,"Madrak Toll
Plaza",Aligarh,"27.803992,78.087073",27.803992,78.087073,,,,,,,,
780,"Madugulapally
TOLL PLAZA","Madugulapa
lly","16.9794,79.4537",16.9794,79.4537,,,,,,,,
781,Madukkarai,Coimbatore,"10.895638,76.945815",10.895638,76.945815,,,,,,,,
782,"Magadi Road
(P6) Plaza",Bengaluru,"12.989944,77.472444",12.989944,77.472444,,,,,,,,
783,"Mahabalipuram
Plaza",Chennai,"12.6153657,80.0998102",12.6153657,80.0998102,,,,,,,,
784,"Mahant
Maniyari",Muzaffarpur,"26.0387944,85.4475413",26.0387944,85.4475413,,,,,,,,
785,"Maharajpur Toll
Plaza","Manendraga
rh","23.295280, 82.383803",23.29528,82.383803,,,,,,,,
786,Mahasamudram,"Mahasamud
ram","13.194889,79.017469",13.194889,79.017469,,,,,,,,
787,"Mahauri Toll
Plaza",Mahauri,"24.577226,80.690857",24.577226,80.690857,,,,,,,,
788,Mahurakalan,Lucknow,"26.7199300, 81.1301830",26.71993,81.130183,,,,,,,,
789,"Mahuvan Toll
Plaza",Mathura,"27.337188,77.737458",27.337188,77.737458,,,,,,,,
790,Mahuwa Toll,Alwar,"27.457686, 76.607661",27.457686,76.607661,,,,,,,,
791,"Maigalganj Toll
Plaza",Maigalganj,"27.739731, 80.296011",27.739731,80.296011,,,,,,,,
792,"Main Plaza
Village Jakhauli",Jakhauli,"28.917251,77.161054",28.917251,77.161054,,,,,,,,
793,Maithi,Muzaffarpur,"26.112648,85.564827",26.112648,85.564827,,,,,,,,
794,"Majhagawan
(Katni)Toll Plaza",Katni,"23.884352,80.338989",23.884352,80.338989,,,,,,,,
795,Majhgawan,Bhopal,"23.869976,80.350801",23.869976,80.350801,,,,,,,,
