Index,Plaza Name,City,Geo Codes,Longitude,Latitudes,,,,,,,,
1068,"Pundag toll
plaza",Ranchi,"23.542861,85.502734",23.542861,85.502734,,,,,,,,
1069,"Pupunki Toll
Plaza",Bokaro,"23.668205, 86.045153",23.668205,86.045153,,,,,,,,
1070,"Puraini Toll
Plaza",Puraini,"29.407490,78.446624",29.40749,78.446624,,,,,,,,
1071,"Purankhedi Toll
Plaza",Kolaras,"25.1649077,77.6035472",25.1649077,77.6035472,,,,,,,,
1072,Putru Toll Plaza,Jamshedpur,"22.681826, 86.397622",22.681826,86.397622,,,,,,,,
1073,Rabawata,Dausa,"26.5004499,75.9983801",26.5004499,75.9983801,,,,,,,,
1074,"Ragunathpura
Toll Plaza",Sikar,"28.29256,75.70622",28.29256,75.70622,,,,,,,,
1075,Raha,Guwahati,"26.245792,92.541470",26.245792,92.54147,,,,,,,,
1076,Raibha toll plaza,Agra,"27.164087, 77.815004",27.164087,77.815004,,,,,,,,
1077,Raikal Toll Plaza,"Mahabubna
gar","17.005867,78.194493",17.005867,78.194493,,,,,,,,
1078,Raipur,Pali,"26.063612,74.059477",26.063612,74.059477,,,,,,,,
1079,Raipur-Baghpur,Ghazipur,"25.8340830, 83.5641280",25.834083,83.564128,,,,,,,,
1080,"Raisinghnagar
Toll plaza",Ganganagar,"29.486832,73.391000",29.486832,73.391,,,,,,,,
1081,"Rajadhok Toll
Plaza",Jaipur,"26.859184,76.105596",26.859184,76.105596,,,,,,,,
1082,"Rajatadripura
Toll Plaza","Rajatadripur
a","13.319000, 76.696300",13.319,76.6963,,,,,,,,
1083,"Rajchandrapur
Toll Plaza",Howrah,"22.654299,88.325166",22.654299,88.325166,,,,,,,,
1084,"Raje Toll Plaza
(T-2)",Darbhanga,"26.225144,86.150263",26.225144,86.150263,,,,,,,,
1085,Rajendra Nagar,Hyderabad,"17.192464, 78.223080",17.192464,78.22308,,,,,,,,
1086,"Rajiv Gandhi Sea
Link",Mumbai,"19.0431887,72.8248015",19.0431887,72.8248015,,,,,,,,
1087,Rajora Khurd,Bharatpur,"26.8539706,77.7228186",26.8539706,77.7228186,,,,,,,,
1088,"Rajpura KM 24
Toll Plaza",Jhalawar,"23.957803, 75.860369",23.957803,75.860369,,,,,,,,
1089,"Raksha Toll
Plaza",Jhansi,"25.461841,78.451052",25.461841,78.451052,,,,,,,,
1090,"Ralayati KM 9
Toll Plaza",Jhalawar,"24.562992, 76.114578",24.562992,76.114578,,,,,,,,
1091,Ramdevara,Jaisalmer,"27.0250630,71.9462760",27.025063,71.946276,,,,,,,,
1092,Ramnagar,Shivpuri,"25.278913,77.614165",25.278913,77.614165,,,,,,,,
1093,"Ramnagar
Gansiyari",Allahabad,"25.726413,81.925810",25.726413,81.92581,,,,,,,,
1094,Ramol Toll Plaza,Ahmedabad,"22.984070, 72.663800",22.98407,72.6638,,,,,,,,
1095,Rampura Plaza,"West
Medinipur","22.24076,87.39207",22.24076,87.39207,,,,,,,,
1096,"Ranasan Toll
Plaza",Ahmedabad,"23.096350, 72.686190",23.09635,72.68619,,,,,,,,
1097,"Rangalibazna
Fee Plaza",Jaldapara,"26.68477778,89.23083333",26.68477778,89.23083333,,,,,,,,
1098,"Rangamatia Toll
Plaza",Daspalla,"20.365667,84.793588",20.365667,84.793588,,,,,,,,
1099,Rangaon,Manawar,"22.18080556,75.18750000",22.18080556,75.1875,,,,,,,,
1100,Rapur Toll Plaza,Rapur,"14.2104914,79.5602205",14.2104914,79.5602205,,,,,,,,
1101,"Rasampalayam
Plaza",Namakkal,"11.193895,78.103219",11.193895,78.103219,,,,,,,,
1102,Rashidpura,Sikar,"27.726086,75.075979",27.726086,75.075979,,,,,,,,
1103,"Rasoiya Dhamna
Toll Plaza",Hazaribagh,"24.3234,85.3881",24.3234,85.3881,,,,,,,,
1104,"Rasoolpur
Sikrod DME KM",Ghaziabad,"28.704345,77.522078",28.704345,77.522078,,,,,,,,
1105,"Ratanpur Pata
Plaza",Khargaone,"22.246727, 76.001647",22.246727,76.001647,,,,,,,,
1106,Rathara,Rewa,"24.539445,81.3514053",24.539445,81.3514053,,,,,,,,
1107,Ratirampura,Morena,"26.630845, 78.143699",26.630845,78.143699,,,,,,,,
1108,RATWAI,GWALIOR,"26.2424490,78.3131290",26.242449,78.313129,,,,,,,,
1109,"Rau Pithampur
Toll Plaza",Indore,"22.6288230,75.786310",22.628823,75.78631,,,,,,,,
1110,Ravi Ryal,Hyderabad,"17.124448, 78.313874",17.124448,78.313874,,,,,,,,
1111,"Raviguntapalli
Toll Plaza","Markapura
m","15.2253,79.4592",15.2253,79.4592,,,,,,,,completed 
1112,"Reddypalem Toll
Plaza",Vijayawada,"15.993396, 80.598593",15.993396,80.598593,,,,,,,,started 1112 to 1300
1113,"Rehan Kalan Toll
Plaza",Agra,"27.1888,78.00405",27.1888,78.00405,,,,,,,,
1114,Renikunta Toll,Karimnagar,"18.2943, 79.1171",18.2943,79.1171,,,,,,,,
1115,"Renwal Toll
Plaza",Jaipur,"26.67705,75.66506",26.67705,75.66506,,,,,,,,
1116,"Rewa Ring Road
Toll Plaza",Rewa,"24.537250,81.3494444",24.53725,81.3494444,,,,,,,81.3494444,
1117,"Ring Road Toll
Plaza",Nagpur,"21.1579085,79.0102789",21.1579085,79.0102789,,,,,,,,
1118,"Ringod Toll
plaza",Bhopal,"22.601715, 74.928755",22.601715,74.928755,,,,,,,,
1119,Rohad Toll Plaza,Rohtak,"28.754563,76.795216",28.754563,76.795216,,,,,,,,
1120,Rojwas,Indore,"23.3306354,76.1757945",23.3306354,76.1757945,,,,,,,,
1121,"Rolmamda Toll
Plaza",Adilabad,"19.28019,78.409222",19.28019,78.409222,,,,,,,,
1122,"Ronahi Toll
Plaza",Faizabad,"26.767878,81.949556",26.767878,81.949556,,,,,,,,
1123,"RTP36 Yamuna
Toll Plaza",Jewar,"28.141426, 77.574548",28.141426,77.574548,,,,,,,,
1124,"Runni Shaidpur
Toll Plaza",Sitamarhi,"26.373555,85.493897",26.373555,85.493897,,,,,,,,
1125,"Rupakheda Toll
Plaza",Chittaurgarh,"25.1100285,73.9887022",25.1100285,73.9887022,,,,,,,,
1126,"S.V Puram Toll
Plaza",Chittoor,"13.525577,79.532925",13.525577,79.532925,,,,,,,,
1127,Sabli Toll Plaza,Puranpur,"28.154095,80.100556",28.154095,80.100556,,,,,,,,
1128,"SAHSON Toll
Plaza",Allahabad,"25.490249,81.996729",25.490249,81.996729,,,,,,,,
1129,"Saidpur Patedha
Toll Plaza","Saidpur
Patedha","25.8024478,85.2834059",25.8024478,85.2834059,,,,,,,,
1130,"Saini Majra Toll
Plaza",Saini Majra,"30.196922,76.70574",30.196922,76.70574,,,,,,,,
1131,"Sakapur Toll
plaza","Mahabubna
gar","16.5356759,77.9444736",16.5356759,77.9444736,,,,,,,,
1132,Salaipudur,"Thoothukud
i","8.975702,77.774608",8.975702,77.774608,,,,,,,,
1133,"Salasar Toll
Plaza",Bikaner,"28.0038710,73.1149900",28.003871,73.11499,,,,,,,,
1134,"Salava Jharoda
Toll Plaza",Hingoli,"19.599120, 77.392335",19.59912,77.392335,,,,,,,,
1135,"Salemgarh Toll
Plaza",Kushinagar,"26.631703,84.238336",26.631703,84.238336,,,,,,,,
1136,"Sali
Bamandanga",Nadia,"23.629129,88.359582",23.629129,88.359582,,,,,,,,
1137,"Saliwada Toll
Plaza",Jabalpur,"23.108205,80.001234",23.108205,80.001234,,,,,,,,
1138,Samakhiali,Kutch,"23.308555,70.49059",23.308555,70.49059,,,,,,,,
1139,"Samayapuram
Toll Plaza","Tiruchirappa
lli","10.92937,78.744056",10.92937,78.744056,,,,,,,,
1140,"Sambalpur
Baragarh",Bargarh,"21.353192,83.684183",21.353192,83.684183,,,,,,,,
1141,"Sanathal Toll
Plaza",Ahmedabad,"22.974110, 72.473050",22.97411,72.47305,,,,,,,,
1142,"Sanawad TOLL
PLAZA",Indore,"22.166554,76.113996",22.166554,76.113996,,,,,,,,
1143,"Sangana Toll
Plaza",Jodhpur,"25.23411, 72.06510",25.23411,72.0651,,,,,,,,
1144,"Sangaria Toll
Plaza",Bikaner,"29.720628, 74.438664",29.720628,74.438664,,,,,,,,
1145,"Sanikoppa Toll
Plaza",Bailhongal,"15.800694, 74.804861",15.800694,74.804861,,,,,,,,
1146,Sanjaynagar,Chattarpur,"25.095935,79.942031",25.095935,79.942031,,,,,,,,
1147,Sannur,Kalaburagi,"17.2883106,77.0015798",17.2883106,77.0015798,,,,,,,,
1148,"Sanwara Toll
Plaza",Sanwara,"30.890896,77.005475",30.890896,77.005475,,,,,,,,
1149,"Sarai Kale Khan
DME KM 0000",Delhi,"28.598968,77.258226",28.598968,77.258226,,,,,,,,
1150,"Sarai Sundarpur
Fee Plaza",Pillibhit,"28.578965, 79.862811",28.578965,79.862811,,,,,,,,
1151,Sarandi,Randi,"19.4514954672404,79.3150
453932313",19.45149547,79.315,,,,,,,,
1152,Sarasamba,Kalaburagi,"17.5809346,76.4218373",17.5809346,76.4218373,,,,,,,,
1153,"Sarasdol Toll
Plaza",Jabalpur,"23.115915, 79.049163",23.115915,79.049163,,,,,,,,
1154,"Sardarpur Toll
Plaza",Dhar,"22.742188,74.986108",22.742188,74.986108,,,,,,,,
1155,Sardewadi Plaza,Raigad,"18.096508,75.0661222",18.096508,75.0661222,,,,,,,,
1156,"Sarlapada Toll
Plaza",Ratlam,"23.492569,74.800278",23.492569,74.800278,,,,,,,,
1157,"Sarsawa Toll
Plaza",Sarsawa,"30.04077778,77.38750000",30.04077778,77.3875,,,,,,,,
1158,"Sasaram Toll
Plaza",Rohtas,"24.957125,83.954997",24.957125,83.954997,,,,,,,,
1159,"Sasthan Toll
Plaza",Sasthan,"13.476043,74.7127896",13.476043,74.7127896,,,,,,,,
1160,"Satbhaiya Fee
Toll Plaza",Naxalbari,"26.687394, 88.2310881",26.687394,88.2310881,,,,,,,,
1161,Sathiyon,Azamgarh,"26.0434380, 83.2770380",26.043438,83.277038,,,,,,,,
1162,"Saukala Toll
Plaza",Aurangabad,"24.599579,84.70284",24.599579,84.70284,,,,,,,,
1163,"Sawaleshwar
Toll Plaza",Solapur,"17.7643864,75.7558759",17.7643864,75.7558759,,,,,,,,
1164,"Sawangi Toll
Plaza",Aurangabad,"19.967322, 75.378833",19.967322,75.378833,,,,,,,,
1165,"Sayyad Mazra
Toll Plaza","Sayed
Mazra","30.003760,77.710907",30.00376,77.710907,,,,,,,,
1166,"Seetharampura
m Toll Plaza","Narsapuram
City","16.423222, 81.638500",16.423222,81.6385,,,,,,,,
1167,Sehatganj,Vidisha,"23.288508,77.706068",23.288508,77.706068,,,,,,,,
1168,Sehda,Azamgarh,"26.1147010, 83.1344730",26.114701,83.134473,,,,,,,,
1169,"Seldoh
Wadgaon Bakshi",Wardha,"20.839359, 78.859699",20.839359,78.859699,,,,,,,,
1170,"Selu Amba Toll
Plaza",Beed,"18.676103,76.391998",18.676103,76.391998,,,,,,,,
1171,Selu Toll Plaza,Kalmeshwar,"21.193194,78.896639",21.193194,78.896639,,,,,,,,
1172,Selwa Toll plaza,Seoni,"22.075667, 79.617528",22.075667,79.617528,,,,,,,,
1173,"SELWAKALA
TOLL PLAZA",SEONI,"22.055251,79.677023",22.055251,79.677023,,,,,,,,
1174,"Semalkhedi Fee
Plaza",Semalkhedi,"23.873788,76.107003",23.873788,76.107003,,,,,,,,
1175,Semra Toll Plaza,Maharajganj,"27.0665989,83.6105580",27.0665989,83.610558,,,,,,,,
1176,Semri,Sultanpur,"26.3568250, 82.2606750",26.356825,82.260675,,,,,,,,
1177,SEMRI Toll Plaza,Jhansi,"25.636776,78.875045",25.636776,78.875045,,,,,,,,
1178,"Sendurwafa toll
plaza",Bhandara,"21.088244,80.034186",21.088244,80.034186,,,,,,,,
1179,"SENGURICHI
TOLL PLAZA",Villupuram,"11.706434,79.322335",11.706434,79.322335,,,,,,,,
1180,Seora Toll Plaza,Bap,"27.511250, 72.279986",27.51125,72.279986,,,,,,,,
1181,SERGARH TOLL PLAZA,Balasore,"21.429889,86.836645",21.429889,86.836645,,,,,,,,
1182,"Sevugampatti
Toll Plaza","Sevugampat
ti","10.193994, 77.794270",10.193994,77.79427,,,,,,,,
1183,Shadol/Dhuwar,Bhopal,"23.2816398,81.4293698",23.2816398,81.4293698,,,,,,,,
1184,"Shahabpur Toll
Plaza",Bahraich Rd,"26.949445,81.256453",26.949445,81.256453,,,,,,,,
1185,Shahapur,Koppal,"15.357898,76.312781",15.357898,76.312781,,,,,,,,
1186,"Shahjahanpur
Toll Plaza",Alwar,"27.99978,76.430522",27.99978,76.430522,,,,,,,,
1187,"Shahpur Toll
Plaza",Begusarai,"25.410189, 86.212352",25.410189,86.212352,,,,,,,,
1188,"Shahpura Toll
Plaza",Jaipur,"25.59767,74.87327",25.59767,74.87327,,,,,,,,
1189,"Shahpura Toll
Plaza",Jabalpur,"23.150100,79.721200",23.1501,79.7212,,,,,,,,
1190,Shamirpet,Hyderabad,"17.343361, 78.341763",17.343361,78.341763,,,,,,,,
1191,Shamshabad,Hyderabad,"17.151163, 78.224438",17.151163,78.224438,,,,,,,,
1192,"Shantigrama
Toll Plaza",Hassan,"12.982709,76.228913",12.982709,76.228913,,,,,,,,
1193,"Shedung NH48
Toll Plaza",Panvel,"18.947388,73.178849",18.947388,73.178849,,,,,,,,
1194,"Shedung Toll
Plaza",Shedung,"18.947199,73.1786522",18.947199,73.1786522,,,,,,,,
1195,"Sheetal Fee
Plaza",Alwar,"27.485703, 76.844763",27.485703,76.844763,,,,,,,,
1196,Shekhpura Toll,Talwandi,"29.9888,75.1378",29.9888,75.1378,,,,,,,,
1197,"Shelu
Bazar/Wanoza",Washim,"20.391363, 77.222332",20.391363,77.222332,,,,,,,,
1198,"Shembal Toll
Plaza",Chandrapur,"20.173582, 79.007495",20.173582,79.007495,,,,,,,,
1199,"Shenbagampett
ai Toll Plaza","Shenbagam
pettai","10.1588453,78.6509687",10.1588453,78.6509687,,,,,,,,
1200,"Shendra
MIDCÂ Toll",Aurangabad,"19.906443, 75.489580",19.906443,75.48958,,,,,,,,started 1200 to 1300
1201,"Sherewada Toll
Plaza",Kundagol,"15.260165,75.177026",15.260165,75.177026,,,,,,,,
1202,"Sherpur
Chamraha Toll",Ghorkhpur,"26.821964,83.293971",26.821964,83.293971,,,,,,,,
1203,"Sheshagirihalli
Toll Plaza",Ramanagar,"12.840350, 77.418460",12.84035,77.41846,,,,,,,,
1204,Shibpur Plaza,"Murshidaba
d","24.150449,88.18629",24.150449,88.18629,,,,,,,,
1205,"Shilphata NH48
Toll Plaza",Kalyan,"19.097790,73.071728",19.09779,73.071728,,,,,,,,
1206,Shirpur,Dhule,"21.319733,74.889272",21.319733,74.889272,,,,,,,,
1207,Shirur,Shiroor,"13.9333649,74.5965095",13.9333649,74.5965095,,,,,,,,
1208,"Shrishikalan Toll
Plaza",Mahoba,"25.434629,80.1279154",25.434629,80.1279154,,,,,,,,
1209,Sidhpura,Pratapgarh,"24.0937133,74.7523369",24.0937133,74.7523369,,,,,,,,
1210,"Sidkhedraja Toll
Plaza",Buldhana,"19.970446, 76.099052",19.970446,76.099052,,,,,,,,
1211,Sikandra Toll,Dausa,"26.978589, 76.573914",26.978589,76.573914,,,,,,,,
1212,"Sikandra Toll
Plaza",Dausa,"26.944488,76.557567",26.944488,76.557567,,,,,,,,
1213,Silwani,Sagar,"23.309393,78.45677",23.309393,78.45677,,,,,,,,
1214,"Similiya Toll
Plaza",Kota,"25.170089,76.130552",25.170089,76.130552,,,,,,,,
1215,"Singarajupally
Toll Plaza",Suryapet,"17.589631,79.276944",17.589631,79.276944,,,,,,,,
1216,"Singarenipalli
Toll Plaza",Suryapet,"17.192000, 79.871000",17.192,79.871,,,,,,,,
1217,"Singhpur Toll
Plaza",Rewa,"24.712917,80.585349",24.712917,80.585349,,,,,,,,
1218,"Sirmandi Toll
Plaza",Jodhpur,"26.780375,72.821083",26.780375,72.821083,,,,,,,,
1219,"Sirohi Bahali
TOLL PLAZA",Narnaul,"27.93268775,76.12719041",27.93268775,76.12719041,,,,,,,,
1220,Sirsod Toll Plaza,Shivpuri,"25.490262,77.494286",25.490262,77.494286,,,,,,,,
1221,"Sitarampura Toll
Plaza",Jaipur,"26.7473,75.7686",26.7473,75.7686,,,,,,,,
1222,Sivaya Toll Plaza,Meerut,"29.095601,77.710995",29.095601,77.710995,,,,,,,,
1223,Sobhasar,Churu,"27.785854, 74.747014",27.785854,74.747014,,,,,,,,
1224,Sonapetya,"Purba
Medinipur","22.335479,87.869477",22.335479,87.869477,,,,,,,,
1225,Songir,Dhule,"21.050768,74.784939",21.050768,74.784939,,,,,,,,
1226,Sonho Fee Plaza,Chhapra,"25.924418,84.967832",25.924418,84.967832,,,,,,,,
1227,"Sonkacch TOLL
PLAZA",Sehore,"23.360541,77.218446",23.360541,77.218446,,,,,,,,
1228,Sonvarsha Toll,Sidhi,"24.3958,81.8024",24.3958,81.8024,,,,,,,,
1229,Sonwa Toll Plaza,Tonk,"26.1098541,75.7435763",26.1098541,75.7435763,,,,,,,,
1230,"SONWAY Toll
Plaza",Indore,"22.6118196,75.7764414",22.6118196,75.7764414,,,,,,,,
1231,"SORAON Toll
Plaza",Allahabad,"25.5897643,81.8407997",25.5897643,81.8407997,,,,,,,,
1232,"Sosokhurd Toll
Plaza",Dhanbad,"23.548958,85.756721",23.548958,85.756721,,,,,,,,
1233,Soyal Toll Plaza,Jamnagar,"22.5501006,70.3491712",22.5501006,70.3491712,,,,,,,,
1234,"SPTPL Navi
Mumbai","Navi
Mumbai","19.029739, 73.089815",19.029739,73.089815,,,,,,,,
1235,"Srinagar Toll
Plaza",Palwal,"28.00548,77.332377",28.00548,77.332377,,,,,,,,
1236,SriPerumbadur,"Kanchipura
m","12.982155,79.968944",12.982155,79.968944,,,,,,,,
1237,"Srirampur toll
plaza",Jajpur,"20.678864,86.165581",20.678864,86.165581,,,,,,,,
1238,"Sub Gavhan Kh
Toll Plaza",Jalgaon,"20.862,74.971",20.862,74.971,,,,,,,,
1239,"Sukhuapada Toll
Plaza",Baripada,"22.0753298,86.6433381",22.0753298,86.6433381,,,,,,,,
1240,"Sulkhapara Fee
Plaza",Chalsa,"26.87330556,88.91472222",26.87330556,88.91472222,,,,,,,,
1241,"Sullurpet Plaza
(NH-16)",Nellore,"13.744936,79.990993",13.744936,79.990993,,,,,,,,
1242,Sultanpur,Hyderabad,"17.333045, 78.184737",17.333045,78.184737,,,,,,,,
1243,"Sumaropa
Location",Kasol,"32.006100, 77.277700",32.0061,77.2777,,,,,,,,
1244,"Surajbari Toll
Plaza",Kutch,"23.233738,70.689457",23.233738,70.689457,,,,,,,,
1245,"SURAPATTU
TOLL PLAZA",Tiruvallur,"13.136678,80.181624",13.136678,80.181624,,,,,,,,
1246,"Surathkal Toll
Plaza","Dakshina
Kannada","13.013341,74.792875",13.013341,74.792875,,,,,,,,
1247,"Surjapur Toll
Plaza","Uttar
Dinajpur","25.933558,87.843381",25.933558,87.843381,,,,,,,,
1248,Susari Toll Plaza,Dhar,"22.160372,74.774565",22.160372,74.774565,,,,,,,,
1249,"Taddanpally Toll
Plaza",Taddanpally,"17.695444, 78.095667",17.695444,78.095667,,,,,,,,
1250,Takha Km 287,Etawah,"26.8479,79.3174",26.8479,79.3174,,,,,,,,completed
1251,Takoli Plaza,Takoli (Mandi),"31.8108638888889,
77.1840555555556",31.81086389,77.18405556,,,,,,,,
1252,"TALAPADY TOLL
PLAZA",Talapady,"12.7590772,74.8743029",12.7590772,74.8743029,,,,,,,,
1253,Talchiri,Sagar,"23.751029,78.756334",23.751029,78.756334,,,,,,,,
1254,"Talegaon Toll
Plaza",Talegaon,"18.713938, 73.645848",18.713938,73.645848,,,,,,,,
1255,"Talen Mirzapur
Toll Plaza",Rajgarh,"23.5854430, 76.7370470",23.585443,76.737047,,,,,,,,
1256,"Talmod Toll
Plaza",Omerga,"17.8261927,76.7398762",17.8261927,76.7398762,,,,,,,,
1257,"Taloon Toll
Plaza",Barwani,"22.032864,74.962111",22.032864,74.962111,,,,,,,,
1258,"Tamalwadi Toll
Plaza",Sholapur,"17.8519632,75.9653571",17.8519632,75.9653571,,,,,,,,
1259,Tamdoli,Ajmer,"26.8700372,74.2927598",26.8700372,74.2927598,,,,,,,,
1260,"Tamsabad Toll
Plaza",Panipat,"29.390801, 77.135678",29.390801,77.135678,,,,,,,,
1261,"Tand Balidih Toll
Plaza",Bokaro,"23.6679825,86.0449121",23.6679825,86.0449121,,,,,,,,
1262,"Tangatur Toll
Plaza",Prakasam,"15.358166,80.040105",15.358166,80.040105,,,,,,,,
1263,Tankala,Nagaur,"27.0133229,73.5005487",27.0133229,73.5005487,,,,,,,,
1264,Taramatipet,Hyderabad,"17.222251, 78.405290",17.222251,78.40529,,,,,,,,
1265,"Tarana Toll
Plaza",Tarana,"22.741453,70.488588",22.741453,70.488588,,,,,,,,
1266,"Tarapoungi
plaza",Raipur,"21.48295722,81.69098972",21.48295722,81.69098972,,,,,,,,
1267,Tarihal,Hubli,"15.359531,75.051265",15.359531,75.051265,,,,,,,,
1268,"Taroda-Kasba
Toll Plaza",Amravati,"20.665869, 76.719947",20.665869,76.719947,,,,,,,,
1269,Tarwa Deva,Mainpuri,"27.19587,79.36699",27.19587,79.36699,,,,,,,,
1270,"TASAWADE
TOLL PLAZA",Satara,"17.365756,74.122928",17.365756,74.122928,,,,,,,,
1271,"Tatiawas Toll
Plaza",Jaipur,"27.089775,75.7415",27.089775,75.7415,,,,,,,,
1272,TAURU,Tauru,"28.219695,76.997181",28.219695,76.997181,,,,,,,,
1273,"TCIL BINA TOLL
Road LTD.",Village Ikoda,"78.065187,24.154869",24.154869,78.065187,,,,,,,,
1274,"TCIL
LAKHNADON","Village
chhitapar","22.65033, 79.93069",22.65033,79.93069,,,,,,,,
1275,"Tendua Toll
Plaza",Gorakhpur,"26.724015,83.274398",26.724015,83.274398,,,,,,,,
1276,"Thakurtolla toll
plaza","Rajnandgao
n","21.117914,81.122298",21.117914,81.122298,,,,,,,,
1277,"Thana Village
Toll Plaza",Kaithal,"29.910500,76.507130",29.9105,76.50713,,,,,,,,
1278,"Thandikhui Toll
Plaza",Samba,"32.6122983, 74.9376458",32.6122983,74.9376458,,,,,,,,
1279,Thenepalli Plaza,Thenepalli,"13.375431,79.078265",13.375431,79.078265,,,,,,,,
1280,"Thennamadevi
Toll Plaza","Tiruvannam
alai","11.989279, 79.475046",11.989279,79.475046,,,,,,,,
1281,"Thikariya Toll
Plaza",Jaipur,"26.843328,75.615578",26.843328,75.615578,,,,,,,,
1282,Thimmalapura,Bellary,"15.05737,76.3569",15.05737,76.3569,,,,,,,,
1283,"Thiriya Khetal
Toll Plaza",Bareilly,"28.480289,79.283886",28.480289,79.283886,,,,,,,,
1284,"THIRPALI BADI
Toll Plaza",Thirpali Badi,"29.910500,76.507130",29.9105,76.50713,,,,,,,,
1285,"THIRUMANDUR
AI TOLL PLAZA",Perambalur,"11.396808,78.99356",11.396808,78.99356,,,,,,,,
1286,"Thiruparaithurai
Plaza","Tiruchirappa
lli","10.885791,78.557668",10.885791,78.557668,,,,,,,,
1287,"Thirupathisaram
Toll Plaza",Nagercoil,"8.206201, 77.460289",8.206201,77.460289,,,,,,,,
1288,"Thiruvallam Toll
Plaza","Thiruvanant
hapuram","8.432799,76.959632",8.432799,76.959632,,,,,,,,
1289,"Thoraipakkam
Toll Plaza",Chennai,"12.9564,80.2412",12.9564,80.2412,,,,,,,,
1290,"Thummalacheru
vu Toll Plaza","Thummalac
heruvu","16.538341,79.798918",16.538341,79.798918,,,,,,,,
1291,Thuvakudi Plaza,Thuvakudi,"10.739075, 78.825026",10.739075,78.825026,,,,,,,,
1292,Tidagundi,Vijayapura,"17.008350,75.758870",17.00835,75.75887,,,,,,,,
1293,Tidiayasar,Churu,"28.057867,74.747246",28.057867,74.747246,,,,,,,,
1294,Tijara Toll,Alwar,"27.922797, 76.838581",27.922797,76.838581,,,,,,,,
1295,Tikitoria,Sagar,"23.613398,79.087741",23.613398,79.087741,,,,,,,,
1296,"TimarwaniToll
Plaza",Timarwani,"74.546258, 23.069638",23.069638,74.546258,,,,,,,,
1297,Timri Toll Plaza,Jabalpur,"23.2216027, 79.8354176",23.2216027,79.8354176,,,,,,,,
1298,"Tippanal Toll
Plaza",Kanakagiri,"15.542704,76.447683",15.542704,76.447683,,,,,,,,
1299,Tirupachethi,Sivagangai,"9.780766,78.335269",9.780766,78.335269,,,,,,,,
1300,Titarpani,Sagar,"23.217097,79.043014",23.217097,79.043014,,,,,,,,
1301,Titoli,Dausa,"26.7704556,76.3391978",26.7704556,76.3391978,,,,,,,,
1302,Toda Toll Plaza,Nalanda,"25.242639,85.786389",25.242639,85.786389,,,,,,,,
1303,"Toparia Toll
Plaza","Hanumagar
h","29.277272, 74.631967",29.277272,74.631967,,,,,,,,
1304,"Tragad Toll
Plaza",Ahmedabad,"23.128540, 72.592570",23.12854,72.59257,,,,,,,,
1305,Trichy Cochin,Coimbatore,"11.005088,77.069038",11.005088,77.069038,,,,,,,,
1306,Trichy Salem,Coimbatore,"11.012859,77.073174",11.012859,77.073174,,,,,,,,
1307,TSPA,Hyderabad,"17.210101, 78.214002",17.210101,78.214002,,,,,,,,
1308,"TTD Saptagiri
Toll Plaza","Tirupati
town","13.647300,79.402100",13.6473,79.4021,,,,,,,,
1309,Tukkuguda,Hyderabad,"17.121063, 78.283524",17.121063,78.283524,,,,,,,,
1310,"TUMBADI TOLL
PLAZA","KORATAGER
E","13.344609,77.142203",13.344609,77.142203,,,,,,,,
1311,"Tumkur Road
(P7) Toll",Bengaluru,"13.042389,77.475278",13.042389,77.475278,,,,,,,,
1312,Tundla Toll Plaza,Firozabad,"27.218247,78.272821",27.218247,78.272821,,,,,,,,
1313,"Tuptakli Toll
Plaza",Digras,"20.079417, 77.762278",20.079417,77.762278,,,,,,,,
1314,Ubra Toll Plaza,Maihar,"23.94133333,80.81305556",23.94133333,80.81305556,,,,,,,,
1315,"Uchharangdesar
Toll Plaza",Bikaner,"28.450153, 73.798944",28.450153,73.798944,,,,,,,,
1316,Udairamsar,Bikaner,"28.023441,73.413482",28.023441,73.413482,,,,,,,,
1317,Ujara,Ujara,"25.0854986,79.7085139",25.0854986,79.7085139,,,,,,,,
1318,"Ujjain Sihasth
Bypass",Ujjain,"23.173326,75.734782",23.173326,75.734782,,,,,,,,
1319,"Ujjain-
Jhalawar(Binda)",Jhalawar,"24.418694, 76.188203",24.418694,76.188203,,,,,,,,
1320,Ujroo toll plaza,Quazigund,"33.5678,75.1832",33.5678,75.1832,,,,,,,,
1321,"Umapur TOLL
PLAZA",Prayagraj,"29.910500,76.507130",29.9105,76.50713,,,,,,,,
1322,Umred,Kalamb,"20.293963, 78.683800",20.293963,78.6838,,,,,,,,
1323,"Umred Road
Toll Plaza",Nagpur,"21.1034495,79.1453082",21.1034495,79.1453082,,,,,,,,
1324,Unchgaon,Raebareilly,"26.5727020, 81.5586920",26.572702,81.558692,,,,,,,,
1325,"Undewadi Toll
Plaza",Pune,"18.271041, 74.525696",18.271041,74.525696,,,,,,,,
1326,Undri Toll Plaza,Undri,"20.439943,76.459241",20.439943,76.459241,,,,,,,,
1327,"UNDVARIYA
TOLL PLAZA",Sirohi,"24.633564,72.907054",24.633564,72.907054,,,,,,,,
1328,"Unguturu Toll
Plaza","West
Godavari","16.823733,81.430668",16.823733,81.430668,,,,,,,,
1329,Upparpatti,Upparpatti,"9.942242, 77.419467",9.942242,77.419467,,,,,,,,
1330,Usma Toll Plaza,Amritsar,"31.37004,74.9525751",31.37004,74.9525751,,,,,,,,
